metrekare,Brüt_Metrekare,oda_sayisi,kat,Eşya_Durumu,binayasi,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Tapu_Durumu,Banyo_Sayısı
83,115,2.5,3.Kat,Eşyalı,2,Klimalı,4250000,bursa,12,Kiracı Oturuyor,Bilinmiyor,Var,,1
55,76,2,7.Kat,Eşyalı,10-May,Merkezi (Pay Ölçer),5250000,bursa,3,Boş,Bilinmiyor,Yok,,1
239,240,,,,4,Klimalı,25000000,bursa,4,Boş,Bilinmiyor,Var,,6
135,160,4,3.Kat,Boş,0 (Yeni),Yerden Isıtma,4950000,bursa,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
118,175,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,3750000,bursa,5,Boş,Bilinmiyor,Var,Kat İrtifakı,2
120,135,4,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3550000,bursa,5,Boş,Bilinmiyor,Var,Kat İrtifakı,2
150,160,4,3.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,3100000,bursa,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
80,85,2,2.Kat,Boş,10-May,Klimalı,4950000,bursa,10,Kiracı Oturuyor,Bilinmiyor,Yok,,1
65,80,3,1.Kat,Eşyalı,0 (Yeni),Yerden Isıtma,1990000,bursa,4,Kiracı Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1
95,115,4,4.Kat,Eşyalı,10-May,Kombi Doğalgaz,1600000,bursa,4,Kiracı Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1
40,55,2,1.Kat,Boş,0 (Yeni),Yerden Isıtma,1550000,bursa,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
55,70,3,3.Kat,Eşyalı,0 (Yeni),Kombi Doğalgaz,2475000,bursa,5,Boş,Uygun,Var,Kat İrtifakı,1
135,150,4,Bahçe Katı,,10-May,Merkezi (Pay Ölçer),4250000,bursa,12,Boş,,,,2
120,135,4,2.Kat,,4,Kombi Doğalgaz,2250000,bursa,4,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1
110,115,4,3.Kat,,21 Ve Üzeri,Doğalgaz Sobalı,1300000,bursa,6,Boş,,,,1
45,60,2,Çatı Katı,Eşyalı,10-May,Merkezi (Pay Ölçer),1200000,bursa,5,Boş,Bilinmiyor,Yok,,1
43,55,2,Yüksek Giriş,Eşyalı,4,Merkezi (Pay Ölçer),1500000,bursa,4,Kiracı Oturuyor,Uygun,Var,Kat Mülkiyeti,1
28,40,2,1.Kat,Eşyalı,10-May,Kombi Doğalgaz,1050000,bursa,6,Boş,Uygun,Var,Kat Mülkiyeti,1
43,55,3,1.Kat,Eşyalı,10-May,Kombi Doğalgaz,1255000,bursa,4,Boş,Uygun,Yok,Kat İrtifakı,1
90,100,3,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1600000,bursa,5,Boş,Uygun,Yok,Kat Mülkiyeti,1
150,165,5,,,21 Ve Üzeri,Kombi Doğalgaz,6000000,bursa,5,Kiracı Oturuyor,,,,5
57,100,4,,,21 Ve Üzeri,Sobalı,585000,bursa,2,Boş,,,,6
117,155,4,4.Kat,Boş,10-May,Merkezi Doğalgaz,3100000,bursa,6,Kiracı Oturuyor,,Yok,,2
75,80,2.5,3.Kat,Eşyalı,21 Ve Üzeri,Kombi Doğalgaz,1350000,bursa,5,Boş,Uygun,,Kat Mülkiyeti,1
115,120,4,1.Kat,,10-May,Kombi Doğalgaz,2500000,bursa,4,Mülk Sahibi Oturuyor,Uygun,,Kat İrtifakı,2
65,80,3,2.Kat,Eşyalı,10-May,Kombi Doğalgaz,1550000,bursa,5,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
130,140,5,Düz Giriş (Zemin),Eşyalı,15-Nov,Kombi Doğalgaz,1400000,bursa,3,Mülk Sahibi Oturuyor,Uygun,,Kat Mülkiyeti,1
190,240,5,4.Kat,Eşyalı,10-May,Kombi Doğalgaz,2750000,bursa,4,Boş,,Yok,,2
125,130,4,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1630000,bursa,4,Kiracı Oturuyor,Bilinmiyor,Var,Kat İrtifakı,2
180,189,5,,Boş,1,Kombi Doğalgaz,17900000,bursa,2,Boş,Bilinmiyor,Yok,Kat İrtifakı,3
55,77,2,7.Kat,Boş,2,Yerden Isıtma,2375000,bursa,15,Kiracı Oturuyor,,Yok,,1
110,120,3,5.Kat,Boş,16-20,Kombi Doğalgaz,2590000,bursa,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat Mülkiyeti,1
120,150,3,Müstakil,Boş,0 (Yeni),Kombi Doğalgaz,7000000,bursa,3,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
150,160,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,3000000,bursa,4,Boş,Bilinmiyor,Var,Bilinmiyor,2
100,110,3,5.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1320000,bursa,5,Boş,Bilinmiyor,Var,Bilinmiyor,1
110,130,3,Düz Giriş (Zemin),Boş,16-20,Isıtma Yok,820000,bursa,5,Boş,Bilinmiyor,Yok,Müstakil Tapulu,1
110,117,4,2.Kat,,1,Kombi Doğalgaz,2000000,bursa,3,Mülk Sahibi Oturuyor,Uygun,,,2
50,65,3,2.Kat,Eşyalı,3,Kombi Doğalgaz,1709000,bursa,7,Boş,Bilinmiyor,Var,,1
202,203,5,Kot 1 (-1).Kat,,21 Ve Üzeri,Sobalı,1200000,bursa,1,Boş,,,,1
60,70,2,1.Kat,Boş,4,Merkezi (Pay Ölçer),1652000,bursa,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
80,95,3,2.Kat,Eşyalı,4,Klimalı,2295000,bursa,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
118,154,4,Yüksek Giriş,Boş,0 (Yeni),Kombi Doğalgaz,2650000,bursa,6,Boş,Bilinmiyor,Var,Müstakil Tapulu,2
95,100,3,10.Kat,Boş,10-May,Merkezi (Pay Ölçer),1990000,bursa,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
124,125,,,,0 (Yeni),Kombi Doğalgaz,7100000,bursa,3,Boş,Bilinmiyor,Var,,6
135,140,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3550000,bursa,4,Boş,Bilinmiyor,Var,Kat İrtifakı,2
80,85,3,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,1325000,bursa,3,Boş,Bilinmiyor,Var,Kat İrtifakı,1
110,120,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1880000,bursa,3,Boş,Bilinmiyor,Var,,1
120,130,3,4.Kat,Eşyalı,21 Ve Üzeri,Kombi Doğalgaz,2750000,bursa,10,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
80,90,3,Yüksek Giriş,Boş,21 Ve Üzeri,Kombi Doğalgaz,1600000,bursa,3,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
90,108,3,10.Kat,Boş,4,Kombi Doğalgaz,2750000,bursa,14,Boş,Bilinmiyor,Yok,,2
120,140,4,4.Kat,,16-20,Kombi Doğalgaz,2800000,bursa,10,Boş,Uygun,,,2
116,125,4,1.Kat,Boş,10-May,Yerden Isıtma,2500000,bursa,4,Boş,Bilinmiyor,Yok,Kat Mülkiyeti,2
215,300,5,3.Kat,Boş,10-May,Kombi Doğalgaz,5580000,bursa,4,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,2
150,155,4,Çatı Dubleks,,10-May,Kombi Doğalgaz,2950000,bursa,3,Mülk Sahibi Oturuyor,,,,1
105,110,3,3.Kat,,10-May,Yerden Isıtma,2500000,bursa,5,Mülk Sahibi Oturuyor,,,,1
148,190,4,Çatı Dubleks,Boş,1,Yerden Isıtma,2650000,bursa,4,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
300,400,6,,Boş,21 Ve Üzeri,Kombi Doğalgaz,8750000,bursa,3,Mülk Sahibi Oturuyor,Uygun,Yok,Kat İrtifakı,2
110,135,3,2.Kat,Eşyalı,4,Kombi Doğalgaz,2300000,bursa,5,Boş,Uygun,Var,Kat İrtifakı,1
240,300,4.5,,Boş,0 (Yeni),Yerden Isıtma,5000000,bursa,3,Boş,Uygun,Yok,Müstakil Tapulu,2
85,95,3,Yüksek Giriş,Boş,21 Ve Üzeri,Kombi Doğalgaz,1275000,bursa,6,Kiracı Oturuyor,Uygun,Yok,,1
82,85,3,4.Kat,,10-May,Kombi Doğalgaz,2350000,bursa,4,Boş,,,,1
190,220,6,Çatı Katı,Boş,10-May,Kombi Doğalgaz,3150000,bursa,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
125,135,4,2.Kat,Boş,3,Kombi Doğalgaz,2150000,bursa,5,Kiracı Oturuyor,Bilinmiyor,Var,Kat İrtifakı,1
90,100,3,4.Kat,,21 Ve Üzeri,Doğalgaz Sobalı,1800000,bursa,5,Boş,,Yok,Kat Mülkiyeti,1
100,135,4,2.Kat,Boş,21 Ve Üzeri,Doğalgaz Sobalı,1250000,bursa,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1
110,115,3,2.Kat,Boş,15-Nov,Kombi Doğalgaz,3750000,bursa,3,Boş,Bilinmiyor,Yok,,1
150,170,4,2.Kat,Boş,10-May,Merkezi (Pay Ölçer),4750000,bursa,7,Kiracı Oturuyor,Bilinmiyor,Var,,2
135,165,4,3.Kat,Boş,0 (Yeni),Yerden Isıtma,4250000,bursa,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
130,160,5,3.Kat,Boş,10-May,Kombi Doğalgaz,3650000,bursa,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,2
138,202,4,1.Kat,Boş,0 (Yeni),Yerden Isıtma,5750000,bursa,15,Boş,Bilinmiyor,Var,Kat İrtifakı,2
142,152,4,2.Kat,Boş,0 (Yeni),Yerden Isıtma,4350000,bursa,11,Boş,Bilinmiyor,Yok,,2
105,125,3,1.Kat,Boş,10-May,Kombi Doğalgaz,2690000,bursa,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
117,162,4,14.Kat,Boş,0 (Yeni),Yerden Isıtma,6800000,bursa,15,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
90,110,4,6.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2750000,bursa,10,Boş,Bilinmiyor,Var,Kat İrtifakı,1
79,80,3,Müstakil,,21 Ve Üzeri,Sobalı,550000,bursa,1,Kiracı Oturuyor,,,,1
160,175,4,2.Kat,Boş,10-May,Kombi Doğalgaz,3200000,bursa,2,Boş,Bilinmiyor,Var,,2
75,105,3,2.Kat,Boş,0 (Yeni),Yerden Isıtma,2700000,bursa,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
85,100,3,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2250000,bursa,3,Boş,Uygun,Var,Kat İrtifakı,2
110,130,3,3.Kat,,10-May,Kombi Doğalgaz,2850000,bursa,5,Boş,,,,1
190,217,5,,,0 (Yeni),Yerden Isıtma,18000000,bursa,2,Boş,,Var,Kat Mülkiyeti,3
50,55,2,Yüksek Giriş,Boş,21 Ve Üzeri,Kombi Doğalgaz,1000000,bursa,5,Boş,Uygun,Var,Kat İrtifakı,1
98,137,3,2.Kat,Boş,1,Yerden Isıtma,2700000,bursa,4,Boş,Bilinmiyor,Yok,,2
98,105,4,1.Kat,,21 Ve Üzeri,Doğalgaz Sobalı,1550000,bursa,5,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,1
60,70,3,,,21 Ve Üzeri,Isıtma Yok,950000,bursa,2,Mülk Sahibi Oturuyor,,,,1
110,137,4,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2100000,bursa,4,Boş,Uygun,Yok,Kat İrtifakı,1
90,110,3,Bahçe Katı,Boş,10-May,Kombi Doğalgaz,1689000,bursa,5,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,2
60,75,3,2.Kat,Eşyalı,10-May,Kombi Doğalgaz,1580000,bursa,5,Boş,Uygun,,Kat Mülkiyeti,1
120,134,4,,Boş,21 Ve Üzeri,Kombi Doğalgaz,4250000,bursa,3,Kiracı Oturuyor,Uygun,Yok,,1
115,145,4,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,3330000,bursa,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1
85,100,3,3.Kat,Boş,10-May,Merkezi Doğalgaz,2400000,bursa,4,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1
330,370,6,,Boş,0 (Yeni),Kombi Doğalgaz,15630000,bursa,3,Boş,Bilinmiyor,Var,Kat İrtifakı,3
123,172,4,6.Kat,Boş,0 (Yeni),Yerden Isıtma,3300000,bursa,7,Boş,Bilinmiyor,Var,Kat İrtifakı,2
70,85,2,1.Kat,Boş,4,Kombi Doğalgaz,2490000,bursa,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
257,260,6,Villa Tipi,Eşyalı,10-May,Kat Kaloriferi,7950000,bursa,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
200,230,5,4.Kat,Boş,10-May,Kombi Doğalgaz,6300000,bursa,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,2
21,22,,,Boş,0 (Yeni),Sobalı,320000,bursa,1,Boş,Uygun,Yok,,1
138,150,4,3.Kat,Boş,4,Kombi Doğalgaz,3650000,bursa,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1
180,220,5,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3290000,bursa,3,Boş,Bilinmiyor,Var,,3
200,240,6,3.Kat,Boş,10-May,Kombi Doğalgaz,3280000,bursa,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
120,150,4,Düz Giriş (Zemin),,21 Ve Üzeri,Kombi Doğalgaz,4975000,bursa,4,Mülk Sahibi Oturuyor,,Var,Kat Mülkiyeti,1
100,110,2,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1350000,bursa,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
799,800,,,,21 Ve Üzeri,Kombi Doğalgaz,14100000,bursa,4,Boş,Bilinmiyor,Yok,,6
95,110,3,8.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2950000,bursa,8,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
65,70,3,,Boş,21 Ve Üzeri,Doğalgaz Sobalı,1625000,bursa,2,Boş,Uygun,Var,Müstakil Tapulu,1
135,145,4,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1610000,bursa,4,Kiracı Oturuyor,Bilinmiyor,Yok,,1
150,170,4,3.Kat,Boş,15-Nov,Kombi Doğalgaz,3500000,bursa,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,2
136,156,4,Çatı Dubleks,Boş,0 (Yeni),Yerden Isıtma,5210000,bursa,2,Boş,Uygun,,Kat Mülkiyeti,2
55,65,2,Düz Giriş (Zemin),,0 (Yeni),Yerden Isıtma,1640000,bursa,3,Boş,,,,1
142,162,4,Çatı Dubleks,Boş,0 (Yeni),Yerden Isıtma,5200000,bursa,2,Boş,Uygun,Var,Kat Mülkiyeti,2
85,132,3,1.Kat,Boş,3,Yerden Isıtma,2980000,bursa,4,Kiracı Oturuyor,Bilinmiyor,Yok,,1
85,132,3,1.Kat,Boş,3,Yerden Isıtma,2980000,bursa,4,Kiracı Oturuyor,Bilinmiyor,Yok,,1
80,85,3,Düz Giriş (Zemin),Eşyalı,21 Ve Üzeri,Kombi Doğalgaz,950000,bursa,4,Kiracı Oturuyor,Bilinmiyor,Yok,Bilinmiyor,1
90,100,3,5.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1300000,bursa,5,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
85,95,3,2.Kat,Boş,15-Nov,Kombi Doğalgaz,1950000,bursa,2,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,1
60,75,2,Çatı Katı,Eşyalı,10-May,Merkezi (Pay Ölçer),1175000,bursa,5,Kiracı Oturuyor,Bilinmiyor,Yok,,1
350,535,8,,Boş,0 (Yeni),Yerden Isıtma,10250000,bursa,3,Boş,Bilinmiyor,Var,Kat İrtifakı,3
80,95,3,5.Kat,,21 Ve Üzeri,Doğalgaz Sobalı,1145000,bursa,5,Mülk Sahibi Oturuyor,,,,1
110,130,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3850000,bursa,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
120,175,4.5,Yüksek Giriş,,21 Ve Üzeri,Diğer,1200000,bursa,4,Mülk Sahibi Oturuyor,,Var,,1
125,135,4,3.Kat,Boş,4,Kombi Doğalgaz,2950000,bursa,3,Kiracı Oturuyor,Bilinmiyor,Yok,,2
144,145,,,,21 Ve Üzeri,Kombi Doğalgaz,23000000,bursa,4,Boş,Bilinmiyor,Yok,,6
135,150,4,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,3400000,bursa,7,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
45,55,2,6.Kat,Eşyalı,1,Yerden Isıtma,1539000,bursa,6,Kiracı Oturuyor,Bilinmiyor,Var,,1
60,65,2,3.Kat,Eşyalı,15-Nov,Kombi Doğalgaz,1350000,bursa,5,Boş,Bilinmiyor,Yok,,1
125,140,4,1.Kat,Boş,4,Kombi Doğalgaz,2825000,bursa,3,Kiracı Oturuyor,Bilinmiyor,Yok,,1
340,410,7,,,10-May,Kombi Doğalgaz,21000000,bursa,4,Boş,Bilinmiyor,Var,,3
80,95,3,Yüksek Giriş,,0 (Yeni),Kombi Doğalgaz,1800000,bursa,2,Boş,,,,1
80,90,3,4.Kat,Boş,10-May,Kombi Doğalgaz,2000000,bursa,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat Mülkiyeti,1
120,140,4,Yüksek Giriş,,0 (Yeni),Kombi Doğalgaz,2500000,bursa,2,Boş,,,,1
160,180,5,Çatı Dubleks,,0 (Yeni),Kombi Doğalgaz,2500000,bursa,3,Boş,,,,1
96,100,3,2.Kat,,0 (Yeni),Kombi Doğalgaz,1850000,bursa,3,Boş,,,,1
94,100,3,Yüksek Giriş,,10-May,Kombi Doğalgaz,1750000,bursa,4,Mülk Sahibi Oturuyor,,,,1
130,145,4,1.Kat,,0 (Yeni),Kombi Doğalgaz,2150000,bursa,4,Boş,Bilinmiyor,Var,Kat İrtifakı,2
85,90,4,,Boş,21 Ve Üzeri,Sobalı,3750000,bursa,1,Boş,Bilinmiyor,Yok,Müstakil Tapulu,1
130,155,4,5.Kat,Boş,4,Yerden Isıtma,3675000,bursa,7,Boş,Bilinmiyor,Yok,,2
125,145,4,Bahçe Katı,Boş,0 (Yeni),Yerden Isıtma,5220000,bursa,2,Boş,Bilinmiyor,Var,,3
65,85,3,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1890000,bursa,3,Boş,Bilinmiyor,Yok,,1
90,120,4,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2350000,bursa,3,Boş,Bilinmiyor,Yok,,1
110,130,4,2.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,990000,bursa,6,Boş,Bilinmiyor,Var,Kat İrtifakı,1
58,65,2,2.Kat,,10-May,Kombi Doğalgaz,1350000,bursa,5,Kiracı Oturuyor,,,,1
190,210,5,3.Kat,Eşyalı,4,Kombi Doğalgaz,5250000,bursa,3,Boş,,Var,Kat İrtifakı,4
90,105,3,Yüksek Giriş,Boş,10-May,Kombi Doğalgaz,1890000,bursa,3,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2
110,125,4,5.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1900000,bursa,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat İrtifakı,1
145,185,5,Çatı Dubleks,,10-May,Kombi Doğalgaz,3300000,bursa,4,Kiracı Oturuyor,,,,2
140,165,4,3.Kat,Boş,4,Yerden Isıtma,10800000,bursa,7,Boş,Bilinmiyor,Yok,,2
85,100,3,Bahçe Katı,Boş,0 (Yeni),Yerden Isıtma,2150000,bursa,9,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
120,140,4,1.Kat,,16-20,Kombi Doğalgaz,2580000,bursa,4,Boş,,,,1
80,90,3,4.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1180000,bursa,5,Boş,,,,1
100,110,3,1.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,2500000,bursa,5,Kiracı Oturuyor,Uygun,,,1
130,150,4,3.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2200000,bursa,5,Boş,Uygun,Yok,Kat Mülkiyeti,1
75,80,3,2.Kat,,21 Ve Üzeri,Isıtma Yok,2500000,bursa,4,Boş,,,,2
75,95,3,5.Kat,Boş,10-May,Kombi Doğalgaz,1679000,bursa,5,Boş,Bilinmiyor,Yok,,1
450,550,,,Boş,16-20,Kombi Doğalgaz,3399000,bursa,4,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,3
73,80,2,2.Kat,Eşyalı,10-May,Merkezi (Pay Ölçer),1350000,bursa,6,Kiracı Oturuyor,Bilinmiyor,Yok,,1
90,115,3,5.Kat,Boş,21 Ve Üzeri,Doğalgaz Sobalı,1290000,bursa,5,Kiracı Oturuyor,Bilinmiyor,Yok,,1
125,134,4,4.Kat,,0 (Yeni),Yerden Isıtma,3500000,bursa,5,Boş,,,,2
95,125,3,3.Kat,,0 (Yeni),Yerden Isıtma,2750000,bursa,5,Boş,,,,2
230,500,4.5,,Boş,0 (Yeni),Yerden Isıtma,20000000,bursa,2,Boş,Uygun,Yok,Arsa Tapulu,3
180,200,4,1.Kat,,16-20,Kombi Doğalgaz,4100000,bursa,4,Kiracı Oturuyor,,,,2
100,115,3,2.Kat,Eşyalı,15-Nov,Kombi Doğalgaz,3050000,bursa,3,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
60,70,3,4.Kat,Eşyalı,3,Yerden Isıtma,1550000,bursa,5,Boş,Uygun,Yok,Kat Mülkiyeti,1
117,155,3,8.Kat,,0 (Yeni),Yerden Isıtma,4300000,bursa,10,Boş,,Var,Kat İrtifakı,2
105,155,3,Bahçe Katı,Boş,0 (Yeni),Yerden Isıtma,2625000,bursa,7,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
118,119,,,,16-20,Kombi Doğalgaz,7650000,bursa,5,Boş,Bilinmiyor,Var,,6
104,408,4,Müstakil,Eşyalı,10-May,Kombi Doğalgaz,4200000,bursa,4,Mülk Sahibi Oturuyor,Uygun,Var,Müstakil Tapulu,4
90,100,3,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2170000,bursa,2,Kiracı Oturuyor,,,,1
100,118,3,2.Kat,Eşyalı,10-May,Kombi Doğalgaz,3300000,bursa,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,2
105,145,3,3.Kat,Boş,2,Kombi Doğalgaz,2600000,bursa,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2
100,120,3,5.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1800000,bursa,5,Boş,Uygun,Yok,Kat Mülkiyeti,1
20,21,2,,,0 (Yeni),Sobalı,69990,bursa,1,Boş,,,,1
240,300,6,,Boş,0 (Yeni),Yerden Isıtma,19500000,bursa,3,Boş,Uygun,Yok,Kat Mülkiyeti,4
280,320,7,3.Kat,Eşyalı,10-May,Kombi Doğalgaz,5900000,bursa,3,Boş,Bilinmiyor,Var,,3
200,260,5,,Boş,0 (Yeni),Yerden Isıtma,20500000,bursa,2,Boş,Uygun,Yok,Kat Mülkiyeti,3
270,320,6,,Boş,0 (Yeni),Yerden Isıtma,31000000,bursa,2,Boş,Uygun,Yok,,4
270,320,6,,Boş,0 (Yeni),Yerden Isıtma,28000000,bursa,2,Boş,Uygun,Yok,Kat Mülkiyeti,4
130,156,5,3.Kat,Boş,10-May,Kombi Doğalgaz,2250000,bursa,3,Kiracı Oturuyor,Bilinmiyor,Yok,,2
180,200,4,5.Kat,Boş,4,Kombi Doğalgaz,3500000,bursa,5,Boş,,,Kat İrtifakı,3
95,112,3,4.Kat,Boş,0 (Yeni),Yerden Isıtma,3300000,bursa,4,Boş,Bilinmiyor,Var,,2
90,100,3,4.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2800000,bursa,5,Boş,,Var,,1
90,110,3,2.Kat,,10-May,Kombi Doğalgaz,2050000,bursa,3,Mülk Sahibi Oturuyor,,,,1
100,107,3,,Boş,21 Ve Üzeri,Doğalgaz Sobalı,2850000,bursa,3,Kiracı Oturuyor,Uygun,,Arsa Tapulu,1
140,160,4,1.Kat,,0 (Yeni),Kombi Doğalgaz,2850000,bursa,5,Boş,,,,2
115,120,3,1.Kat,Boş,0 (Yeni),Yerden Isıtma,1400000,bursa,4,Boş,Uygun,Yok,Kat Mülkiyeti,2
75,85,3,Düz Giriş (Zemin),Boş,21 Ve Üzeri,Kombi Doğalgaz,1150000,bursa,4,Mülk Sahibi Oturuyor,Uygun,Yok,Kat İrtifakı,1
90,100,3,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1499000,bursa,4,Kiracı Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,1
60,65,2,3.Kat,Eşyalı,15-Nov,Yerden Isıtma,1350000,bursa,5,Boş,Uygun,,Kat Mülkiyeti,1
130,140,4,6.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2350000,bursa,8,Boş,,,,1
180,230,5,Çatı Dubleks,,10-May,Kombi Doğalgaz,3050000,bursa,4,Boş,,,Kat Mülkiyeti,2
50,65,,4.Kat,Eşyalı,15-Nov,Kombi Doğalgaz,1200000,bursa,4,Kiracı Oturuyor,,,,1
40,52,2,3.Kat,Eşyalı,10-May,Kombi Doğalgaz,1505000,bursa,4,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
100,120,3,5.Kat,Boş,10-May,Kombi Doğalgaz,3400000,bursa,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1
55,65,3,1.Kat,Eşyalı,10-May,Merkezi Doğalgaz,1355000,bursa,5,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,1
105,124,4,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2600000,bursa,4,Boş,Uygun,,Kat İrtifakı,2
40,50,2,3.Kat,Eşyalı,10-May,Merkezi Doğalgaz,1050000,bursa,5,Boş,Bilinmiyor,Var,,1
67,85,3,3.Kat,Eşyalı,0 (Yeni),Yerden Isıtma,2049000,bursa,5,Boş,Bilinmiyor,Yok,,1
120,140,3,6.Kat,Boş,0 (Yeni),Yerden Isıtma,6000000,bursa,10,Boş,Bilinmiyor,Var,,2
80,85,3,Kot 2 (-2).Kat,Boş,21 Ve Üzeri,Merkezi (Pay Ölçer),1199000,bursa,6,Boş,Bilinmiyor,Yok,Kat İrtifakı,1
120,130,4,3.Kat,,4,Kombi Doğalgaz,2000000,bursa,4,Boş,Bilinmiyor,Yok,Kat İrtifakı,2
125,130,4,2.Kat,,10-May,Kombi Doğalgaz,1900000,bursa,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Kat İrtifakı,2
95,105,3,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2200000,bursa,3,Boş,Bilinmiyor,Var,,1
